transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference,year,month
1/1/2023 19:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Full Fare,7,3,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 19:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 7-Day,4,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 19:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Fair Fare,2,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 19:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 30-Day,3,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 19:00,subway,444,Gun Hill Rd (5),Bronx,omny,OMNY - Full Fare,17,1,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 19:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Seniors & Disability,2,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 20:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Other,2,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 20:00,subway,444,Gun Hill Rd (5),Bronx,omny,OMNY - Full Fare,7,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 20:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Full Fare,10,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 20:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 7-Day,5,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 20:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 30-Day,1,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 21:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Other,3,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 21:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 30-Day,10,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 21:00,subway,444,Gun Hill Rd (5),Bronx,omny,OMNY - Full Fare,5,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 21:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Full Fare,6,1,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 21:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 7-Day,10,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 21:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Fair Fare,1,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 22:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Fair Fare,2,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 22:00,subway,444,Gun Hill Rd (5),Bronx,omny,OMNY - Full Fare,10,1,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
1/1/2023 22:00,subway,444,Gun Hill Rd (5),Bronx,metrocard,Metrocard - Unlimited 7-Day,5,0,40.869526,-73.84638,"{'type': 'Point', 'coordinates': [-73.84638, 40.869526]}",2023,1
