station_complex_id,station_complex,latitude,longitude,hour,average_ridership
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,0,6.8
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,1,4.688311688311688
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,2,3.1228070175438596
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,3,2.8461538461538463
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,4,5.421052631578948
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,5,18.14851485148515
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,6,41.40833333333333
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,7,80.99173553719008
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,8,122.55172413793103
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,9,71.63793103448276
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,10,58.47863247863248
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,11,51.25423728813559
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,12,49.256198347107436
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,13,44.54385964912281
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,14,48.71774193548387
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,15,54.76923076923077
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,16,53.49074074074074
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,17,56.758620689655174
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,18,42.22608695652174
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,19,31.21551724137931
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,20,24.905982905982906
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,21,20.5
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,22,14.714285714285714
1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.91203,23,9.891304347826088
10,"49 St (N,R,W)",40.7599,-73.98414,0,47.425925925925924
10,"49 St (N,R,W)",40.7599,-73.98414,1,23.258064516129032
10,"49 St (N,R,W)",40.7599,-73.98414,2,13.379746835443038
10,"49 St (N,R,W)",40.7599,-73.98414,3,6.866666666666666
10,"49 St (N,R,W)",40.7599,-73.98414,4,4.802469135802469
10,"49 St (N,R,W)",40.7599,-73.98414,5,5.22093023255814
10,"49 St (N,R,W)",40.7599,-73.98414,6,9.14423076923077
10,"49 St (N,R,W)",40.7599,-73.98414,7,23.07017543859649
10,"49 St (N,R,W)",40.7599,-73.98414,8,49.93388429752066
10,"49 St (N,R,W)",40.7599,-73.98414,9,64.14150943396227
